[PDE] ENT_NAME,[PDE] VAR_NAME,[PDE] VAR_BUSNAME,[PDE] VAR_DESCRIPTION,[PDE] VAR_USAGE,Name,Source,Construct,Construct Referent,Construct Form,Construct Framework,Performance Type,SDAD VAR_NAME,Data Type,Item Stem,Item Text,Item Number,Operational Definition,Item Definition,Response Format,Response Values,Reverse Coded,Source Scale,Citation,Comments,EDA Performed,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability
GAT_SOLDIERS_V2,Q160,"Emotional Fitness, Negative Affect, Q160",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - ashamed,Scored: No,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q160.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Ashamed.,Q160,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52511
T2: 22224
T3: 9400
T4: 2667
T5: 361","T1: 0.532%
T2: 57.903%
T3: 82.194%
T4: 94.948%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 1.694
T2: 1.688
T3: 1.715
T4: 1.724
T5: 1.693","T1: 0.008
T2: 0.012
T3: 0.018
T4: 0.036
T5: 0.091","T1: 0.910
T2: 0.898
T3: 0.909
T4: 0.947
T5: 0.883","T1: 1.333
T2: 1.307
T3: 1.265
T4: 1.299
T5: 1.149","T1: 4.420
T2: 4.374
T3: 4.280
T4: 4.252
T5: 3.782","T1: 10973.482***
T2: 4516.577***
T3: 1818.744***
T4: 534.319***
T5: 61.555***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q161,"Emotional Fitness, Negative Affect, Q161",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - upset,Scored: No,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q161.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Upset.,Q161,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52511
T2: 22224
T3: 9400
T4: 2667
T5: 361","T1: 0.532%
T2: 57.903%
T3: 82.194%
T4: 94.948%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 2
T2: 2
T3: 2
T4: 2
T5: 2","T1: 2.201
T2: 2.196
T3: 2.264
T4: 2.280
T5: 2.327","T1: 0.009
T2: 0.013
T3: 0.020
T4: 0.038
T5: 0.100","T1: 0.989
T2: 0.978
T3: 0.981
T4: 0.990
T5: 0.968","T1: 0.661
T2: 0.634
T3: 0.581
T4: 0.615
T5: 0.541","T1: 3.030
T2: 3.018
T3: 2.988
T4: 3.043
T5: 2.919","T1: 3195.652***
T2: 1260.349***
T3: 458.994***
T4: 144.617***
T5: 16.259***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q164,"Emotional Fitness, Negative Affect, Q164",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - angry,Scored: Yes,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q164.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Angry.,Q164,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 2
T2: 2
T3: 2
T4: 2
T5: 2","T1: 2.132
T2: 2.202
T3: 2.293
T4: 2.313
T5: 2.355","T1: 0.009
T2: 0.014
T3: 0.021
T4: 0.040
T5: 0.113","T1: 1.015
T2: 1.036
T3: 1.046
T4: 1.060
T5: 1.094","T1: 0.794
T2: 0.702
T3: 0.648
T4: 0.636
T5: 0.578","T1: 3.219
T2: 3.013
T3: 2.958
T4: 2.892
T5: 2.686","T1: 4441.809***
T2: 1506.584***
T3: 556.739***
T4: 154.514***
T5: 19.914***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q165,"Emotional Fitness, Negative Affect, Q165",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - guilty,Scored: Yes,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q165.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Guilty.,Q165,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 1.623
T2: 1.642
T3: 1.662
T4: 1.674
T5: 1.681","T1: 0.007
T2: 0.011
T3: 0.017
T4: 0.033
T5: 0.088","T1: 0.858
T2: 0.852
T3: 0.850
T4: 0.873
T5: 0.854","T1: 1.444
T2: 1.366
T3: 1.260
T4: 1.315
T5: 1.142","T1: 4.901
T2: 4.703
T3: 4.316
T4: 4.531
T5: 3.676","T1: 12762.442***
T2: 4973.905***
T3: 1825.988***
T4: 563.823***
T5: 59.933***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q167,"Emotional Fitness, Negative Affect, Q167",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - scared/fearful,Scored: Yes,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q167.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Scared/fearful.,Q167,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 2
T2: 2
T3: 2
T4: 2
T5: 2","T1: 1.994
T2: 1.762
T3: 1.782
T4: 1.764
T5: 1.803","T1: 0.009
T2: 0.012
T3: 0.018
T4: 0.035
T5: 0.093","T1: 1.013
T2: 0.897
T3: 0.901
T4: 0.915
T5: 0.902","T1: 0.859
T2: 1.113
T3: 1.059
T4: 1.108
T5: 1.010","T1: 3.134
T2: 3.885
T3: 3.752
T4: 3.782
T5: 3.549","T1: 4978.619***
T2: 3458.310***
T3: 1339.944***
T4: 408.065***
T5: 49.503***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q168,"Emotional Fitness, Negative Affect, Q168",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - bored,Scored: Yes,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q168.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Bored.,Q168,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 3
T2: 3
T3: 3
T4: 3
T5: 3","T1: 2.710
T2: 2.812
T3: 2.810
T4: 2.716
T5: 2.715","T1: 0.010
T2: 0.015
T3: 0.023
T4: 0.044
T5: 0.120","T1: 1.142
T2: 1.147
T3: 1.147
T4: 1.155
T5: 1.154","T1: 0.176
T2: 0.109
T3: 0.113
T4: 0.205
T5: 0.257","T1: 2.348
T2: 2.361
T3: 2.354
T4: 2.357
T5: 2.433","T1: 2479.263***
T2: 920.284***
T3: 403.084***
T4: 123.886***
T5: 12.733**",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q169,"Emotional Fitness, Negative Affect, Q169",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - hostile,Scored: No,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q169.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Hostile.,Q169,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52511
T2: 22224
T3: 9400
T4: 2667
T5: 361","T1: 0.532%
T2: 57.903%
T3: 82.194%
T4: 94.948%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 1.666
T2: 1.721
T3: 1.772
T4: 1.788
T5: 1.828","T1: 0.008
T2: 0.012
T3: 0.020
T4: 0.038
T5: 0.105","T1: 0.923
T2: 0.944
T3: 0.970
T4: 0.990
T5: 1.016","T1: 1.420
T2: 1.292
T3: 1.227
T4: 1.215
T5: 1.177","T1: 4.608
T2: 4.205
T3: 4.015
T4: 3.925
T5: 3.823","T1: 12059.745***
T2: 4351.760***
T3: 1684.350***
T4: 469.496***
T5: 63.957***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q174,"Emotional Fitness, Negative Affect, Q174",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - anxious/nervous,Scored: Yes,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q174.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Anxious/Nervous.,Q174,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 3
T2: 2
T3: 2
T4: 2
T5: 2","T1: 2.717
T2: 2.337
T3: 2.326
T4: 2.340
T5: 2.410","T1: 0.010
T2: 0.014
T3: 0.022
T4: 0.042
T5: 0.114","T1: 1.175
T2: 1.072
T3: 1.073
T4: 1.096
T5: 1.102","T1: 0.250
T2: 0.540
T3: 0.591
T4: 0.604
T5: 0.522","T1: 2.256
T2: 2.707
T3: 2.814
T4: 2.809
T5: 2.595","T1: 3967.739***
T2: 1067.982***
T3: 490.599***
T4: 144.802***
T5: 18.552***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q177,"Emotional Fitness, Negative Affect, Q177",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - frustrated,Scored: No,GAT 1.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,Q177.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Frustrated.,Q177,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52511
T2: 22224
T3: 9400
T4: 2667
T5: 361","T1: 0.532%
T2: 57.903%
T3: 82.194%
T4: 94.948%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 2
T2: 2
T3: 2
T4: 2
T5: 2","T1: 2.353
T2: 2.376
T3: 2.456
T4: 2.464
T5: 2.454","T1: 0.009
T2: 0.014
T3: 0.022
T4: 0.042
T5: 0.115","T1: 1.100
T2: 1.099
T3: 1.108
T4: 1.111
T5: 1.107","T1: 0.561
T2: 0.527
T3: 0.473
T4: 0.494
T5: 0.484","T1: 2.645
T2: 2.615
T3: 2.579
T4: 2.625
T5: 2.675","T1: 2816.379***
T2: 1125.630***
T3: 430.874***
T4: 121.352***
T5: 15.118***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q93,"Emotional Fitness, Optimism, Q93","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. - In uncertain times, I usually expect the best.",Scored: Yes,GAT 1.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,Q93.t(1-5),designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.","In uncertain times, I usually expect the best.",Q93,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 1 = Strongly disagree -> 1; 
29 = 2 = Disagree -> 2;
30 = 3 = Neither agree nor disagree -> 3;
31 = 4 = Agree -> 4;
32 = 5 = Strongly agree -> 5;",no,,,,Yes,"T1: 52791
T2: 22335
T3: 9434
T4: 2671
T5: 361","T1: 0.002%
T2: 57.692%
T3: 82.130%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.723
T2: 3.760
T3: 3.743
T4: 3.760
T5: 3.756","T1: 0.008
T2: 0.012
T3: 0.019
T4: 0.037
T5: 0.100","T1: 0.948
T2: 0.934
T3: 0.959
T4: 0.984
T5: 0.961","T1: -0.527
T2: -0.513
T3: -0.528
T4: -0.566
T5: -0.625","T1: 3.000
T2: 3.015
T3: 2.983
T4: 2.952
T5: 3.263","T1: 2165.689***
T2: 872.599***
T3: 389.049***
T4: 125.330***
T5: 22.201***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q94,"Emotional Fitness, Optimism, Q94","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. - If something can go wrong for me, it will.",Scored: Yes,GAT 1.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,Q94.t(1-5),designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.","If something can go wrong for me, it will.",Q94,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 5 = Strongly disagree -> 5; 
29 = 4 = Disagree -> 4;
30 = 3 = Neither agree nor disagree -> 3;
31 = 2 = Agree -> 2;
32 = 1 = Strongly agree -> 1;",yes,,,,Yes,"T1: 52791
T2: 22335
T3: 9434
T4: 2671
T5: 361","T1: 0.002%
T2: 57.692%
T3: 82.130%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.598
T2: 3.636
T3: 3.639
T4: 3.634
T5: 3.573","T1: 0.009
T2: 0.014
T3: 0.022
T4: 0.042
T5: 0.111","T1: 1.070
T2: 1.061
T3: 1.077
T4: 1.108
T5: 1.073","T1: -0.429
T2: -0.430
T3: -0.429
T4: -0.474
T5: -0.346","T1: 2.513
T2: 2.532
T3: 2.496
T4: 2.514
T5: 2.535","T1: 2427.539***
T2: 990.290***
T3: 450.718***
T4: 137.631***
T5: 12.018**",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q97,"Emotional Fitness, Optimism, Q97","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. - I rarely count on good things happening to me.",Scored: Yes,GAT 1.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,Q97.t(1-5),designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.",I rarely count on good things happening to me.,Q97,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 5 = Strongly disagree -> 5; 
29 = 4 = Disagree -> 4;
30 = 3 = Neither agree nor disagree -> 3;
31 = 2 = Agree -> 2;
32 = 1 = Strongly agree -> 1;",yes,,,,Yes,"T1: 52791
T2: 22335
T3: 9434
T4: 2671
T5: 361","T1: 0.002%
T2: 57.692%
T3: 82.130%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.684
T2: 3.690
T3: 3.663
T4: 3.662
T5: 3.637","T1: 0.010
T2: 0.015
T3: 0.023
T4: 0.045
T5: 0.118","T1: 1.152
T2: 1.128
T3: 1.143
T4: 1.178
T5: 1.137","T1: -0.549
T2: -0.532
T3: -0.500
T4: -0.519
T5: -0.437","T1: 2.405
T2: 2.467
T3: 2.403
T4: 2.375
T5: 2.352","T1: 3992.697***
T2: 1444.430***
T3: 651.189***
T4: 203.687***
T5: 24.212**",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q98,"Emotional Fitness, Optimism, Q98","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. - Overall, I expect more good things to happen to me than bad.",Scored: Yes,GAT 1.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,Q98.t(1-5),designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.","Overall, I expect more good things to happen to me than bad.",Q98,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 1 = Strongly disagree -> 1; 
29 = 2 = Disagree -> 2;
30 = 3 = Neither agree nor disagree -> 3;
31 = 4 = Agree -> 4;
32 = 5 = Strongly agree -> 5;",no,,,,Yes,"T1: 52791
T2: 22335
T3: 9434
T4: 2671
T5: 361","T1: 0.002%
T2: 57.692%
T3: 82.130%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.902
T2: 3.882
T3: 3.880
T4: 3.891
T5: 3.873","T1: 0.009
T2: 0.013
T3: 0.021
T4: 0.040
T5: 0.109","T1: 1.015
T2: 1.013
T3: 1.018
T4: 1.053
T5: 1.054","T1: -0.765
T2: -0.743
T3: -0.725
T4: -0.773
T5: -0.841","T1: 3.126
T2: 3.137
T3: 3.063
T4: 3.053
T5: 3.315","T1: 4131.335***
T2: 1668.807***
T3: 673.998***
T4: 212.807***
T5: 36.033**",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q155,"Emotional Fitness, Positive Affect, Q155",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - joyful,Scored: Yes,GAT 1.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,Q155.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Joyful.,Q155,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.687%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.902
T2: 3.971
T3: 3.940
T4: 3.932
T5: 3.928","T1: 0.008
T2: 0.012
T3: 0.019
T4: 0.037
T5: 0.101","T1: 0.927
T2: 0.919
T3: 0.935
T4: 0.970
T5: 0.972","T1: -0.576
T2: -0.652
T3: -0.630
T4: -0.690
T5: -0.710","T1: 2.911
T2: 3.009
T3: 2.976
T4: 3.046
T5: 3.108","T1: 2548.625***
T2: 1329.652***
T3: 529.641***
T4: 176.465***
T5: 26.378***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q158,"Emotional Fitness, Positive Affect, Q158",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - peaceful/calm,Scored: Yes,GAT 1.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,Q158.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Peaceful/calm.,Q158,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52791
T2: 22339
T3: 9433
T4: 2671
T5: 361","T1: 0.002%
T2: 57.685%
T3: 82.132%
T4: 94.941%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.817
T2: 3.924
T3: 3.886
T4: 3.871
T5: 3.939","T1: 0.009
T2: 0.013
T3: 0.019
T4: 0.038
T5: 0.102","T1: 1.007
T2: 0.952
T3: 0.956
T4: 0.997
T5: 0.990","T1: -0.590
T2: -0.614
T3: -0.577
T4: -0.560
T5: -0.635","T1: 2.773
T2: 2.861
T3: 2.830
T4: 2.661
T5: 2.799","T1: 2783.743***
T2: 1219.305***
T3: 468.692***
T4: 141.186***
T5: 22.029***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_V2,Q159,"Emotional Fitness, Positive Affect, Q159",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? - excited,Scored: No,GAT 1.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,Q159.t(1-5),designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Excited.,Q159,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,Yes,"T1: 52511
T2: 22224
T3: 9400
T4: 2667
T5: 361","T1: 0.532%
T2: 57.903%
T3: 82.194%
T4: 94.948%
T5: 99.316%","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5",na,"T1: 1
T2: 1
T3: 1
T4: 1
T5: 1","T1: 5
T2: 5
T3: 5
T4: 5
T5: 5","T1: 4
T2: 4
T3: 4
T4: 4
T5: 4","T1: 3.858
T2: 3.780
T3: 3.738
T4: 3.742
T5: 3.704","T1: 0.008
T2: 0.013
T3: 0.020
T4: 0.039
T5: 0.111","T1: 0.961
T2: 0.980
T3: 0.987
T4: 1.027
T5: 1.069","T1: -0.596
T2: -0.492
T3: -0.458
T4: -0.476
T5: -0.565","T1: 2.916
T2: 2.731
T3: 2.701
T4: 2.628
T5: 2.769","T1: 2688.625***
T2: 895.704***
T3: 348.422***
T4: 114.611***
T5: 18.240***",qq,histogram,box,na,,,,,,,,,,,,,,,,,
